Time stamp,Contador,DL_B0,DL_B1,DL_B2,DL_B3,DL_B4,DL_B5,DL_B6,DL_B7,DL_B8,DL_B9,DL_B10,DL_B11,DL_B12,DL_B13,DL_B14,DL_B15,DL_B16,DL_B17,DL_B18,DL_B19,UL_B0,UL_B1,UL_B2,UL_B3,UL_B4,UL_B5,UL_B6,UL_B7,UL_B8,UL_B9,UL_B10,UL_B11,UL_B12,UL_B13,UL_B14,UL_B15,UL_B16,UL_B17,UL_B18,UL_B19
Tue Jun 30 11:10:49 2026,21,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0,80, 3, 78, 207, 0, 0, 0, 0, 0, 1, 0, 0, 1, 40, 1, 40, 0, 1, 6, 171
Tue Jun 30 11:10:51 2026,22,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0,80, 3, 78, 182, 0, 0, 0, 0, 0, 1, 0, 0, 1, 41, 1, 41, 0, 1, 6, 122
Tue Jun 30 11:10:53 2026,23,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0,80, 3, 78, 207, 0, 0, 0, 0, 0, 1, 0, 0, 1, 42, 1, 42, 0, 1, 6, 99
Tue Jun 30 11:10:55 2026,24,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0,80, 3, 76, 207, 0, 0, 0, 0, 0, 1, 0, 0, 1, 43, 1, 43, 0, 1, 6, 99
Tue Jun 30 11:10:57 2026,25,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0,80, 3, 78, 207, 0, 0, 0, 0, 0, 1, 0, 0, 1, 44, 1, 44, 0, 1, 6, 107
Tue Jun 30 11:10:59 2026,26,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0,80, 3, 78, 182, 0, 0, 0, 0, 0, 1, 0, 0, 1, 45, 1, 45, 0, 1, 6, 167
Tue Jun 30 11:11:02 2026,27,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0,80, 3, 78, 232, 0, 0, 0, 0, 0, 1, 0, 0, 1, 46, 1, 46, 0, 1, 6, 152
Tue Jun 30 11:11:04 2026,28,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0,80, 3, 76, 207, 0, 0, 0, 0, 0, 1, 0, 0, 1, 47, 1, 47, 0, 1, 6, 167
Tue Jun 30 11:11:06 2026,29,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0,78, 3, 76, 119, 0, 0, 0, 0, 0, 1, 0, 0, 1, 48, 1, 48, 0, 1, 6, 170
Tue Jun 30 11:11:08 2026,30,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 0,80, 3, 78, 207, 0, 0, 0, 0, 0, 1, 0, 0, 1, 49, 1, 49, 0, 1, 6, 175
Tue Jun 30 11:11:10 2026,31,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 0,80, 3, 76, 157, 0, 0, 0, 0, 0, 1, 0, 0, 1, 50, 1, 50, 0, 1, 6, 103
Tue Jun 30 11:11:12 2026,32,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 0,80, 3, 76, 182, 0, 0, 0, 0, 0, 1, 0, 0, 1, 51, 1, 51, 0, 1, 6, 160
Tue Jun 30 11:11:14 2026,33,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0,78, 3, 76, 157, 0, 0, 0, 0, 0, 1, 0, 0, 1, 52, 1, 52, 0, 1, 6, 142
Tue Jun 30 11:11:16 2026,34,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 0,78, 3, 76, 182, 0, 0, 0, 0, 0, 1, 0, 0, 1, 53, 1, 53, 0, 1, 6, 98
Tue Jun 30 11:11:18 2026,35,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 0,78, 3, 76, 182, 0, 0, 0, 0, 0, 1, 0, 0, 1, 54, 1, 54, 0, 1, 6, 95
Tue Jun 30 11:11:20 2026,36,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0,78, 3, 76, 182, 0, 0, 0, 0, 0, 1, 0, 0, 1, 55, 1, 55, 0, 1, 6, 95
Tue Jun 30 11:11:22 2026,37,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 0,78, 3, 76, 157, 0, 0, 0, 0, 0, 1, 0, 0, 1, 56, 1, 56, 0, 1, 6, 174
Tue Jun 30 11:11:25 2026,38,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 0,78, 3, 76, 182, 0, 0, 0, 0, 0, 1, 0, 0, 1, 57, 1, 57, 0, 1, 6, 157
Tue Jun 30 11:11:27 2026,39,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 39, 0, 0, 0, 0, 0, 0, 0,78, 3, 74, 157, 0, 0, 0, 0, 0, 1, 0, 0, 1, 58, 1, 58, 0, 1, 6, 166
Tue Jun 30 11:11:29 2026,40,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0,78, 3, 76, 182, 0, 0, 0, 0, 0, 1, 0, 0, 1, 59, 1, 59, 0, 1, 6, 117
Tue Jun 30 11:11:31 2026,41,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 41, 0, 0, 0, 0, 0, 0, 0,78, 3, 76, 157, 0, 0, 0, 0, 0, 1, 0, 0, 1, 60, 1, 60, 0, 1, 6, 169
Tue Jun 30 11:11:33 2026,42,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 42, 0, 0, 0, 0, 0, 0, 0,78, 3, 76, 207, 0, 0, 0, 0, 0, 1, 0, 0, 1, 61, 1, 61, 0, 1, 6, 112
Tue Jun 30 11:11:35 2026,43,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 0,78, 3, 76, 207, 0, 0, 0, 0, 0, 1, 0, 0, 1, 62, 1, 62, 0, 1, 6, 161
Tue Jun 30 11:11:37 2026,44,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 44, 0, 0, 0, 0, 0, 0, 0,78, 3, 76, 207, 0, 0, 0, 0, 0, 1, 0, 0, 1, 63, 1, 63, 0, 1, 6, 168
Tue Jun 30 11:11:39 2026,45,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 45, 0, 0, 0, 0, 0, 0, 0,78, 3, 76, 182, 0, 0, 0, 0, 0, 1, 0, 0, 1, 64, 1, 64, 0, 1, 6, 101
Tue Jun 30 11:11:41 2026,46,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 46, 0, 0, 0, 0, 0, 0, 0,78, 3, 74, 157, 0, 0, 0, 0, 0, 1, 0, 0, 1, 65, 1, 65, 0, 1, 6, 107
Tue Jun 30 11:11:43 2026,47,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 47, 0, 0, 0, 0, 0, 0, 0,80, 3, 76, 157, 0, 0, 0, 0, 0, 1, 0, 0, 1, 66, 1, 66, 0, 1, 6, 93
Tue Jun 30 11:11:45 2026,48,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 48, 0, 0, 0, 0, 0, 0, 0,78, 3, 74, 182, 0, 0, 0, 0, 0, 1, 0, 0, 1, 67, 1, 67, 0, 1, 6, 126
Tue Jun 30 11:11:47 2026,49,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 49, 0, 0, 0, 0, 0, 0, 0,78, 3, 74, 157, 0, 0, 0, 0, 0, 1, 0, 0, 1, 68, 1, 68, 0, 1, 6, 151
Tue Jun 30 11:11:50 2026,50,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0,80, 3, 76, 182, 0, 0, 0, 0, 0, 1, 0, 0, 1, 69, 1, 69, 0, 1, 6, 91
Tue Jun 30 11:11:52 2026,51,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 51, 0, 0, 0, 0, 0, 0, 0,78, 3, 76, 207, 0, 0, 0, 0, 0, 1, 0, 0, 1, 70, 1, 70, 0, 1, 6, 101
Tue Jun 30 11:11:54 2026,52,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 52, 0, 0, 0, 0, 0, 0, 0,80, 3, 76, 157, 0, 0, 0, 0, 0, 1, 0, 0, 1, 71, 1, 71, 0, 1, 6, 95
Tue Jun 30 11:11:56 2026,53,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 53, 0, 0, 0, 0, 0, 0, 0,80, 3, 76, 157, 0, 0, 0, 0, 0, 1, 0, 0, 1, 72, 1, 72, 0, 1, 6, 134
Tue Jun 30 11:11:58 2026,54,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0,9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9
Tue Jun 30 11:12:01 2026,55,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 55, 0, 0, 0, 0, 0, 0, 0,80, 3, 76, 207, 0, 0, 0, 0, 0, 1, 0, 0, 1, 73, 1, 73, 0, 1, 6, 80
Tue Jun 30 11:12:03 2026,56,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 56, 0, 0, 0, 0, 0, 0, 0,80, 3, 78, 157, 0, 0, 0, 0, 0, 1, 0, 0, 1, 74, 1, 74, 0, 1, 6, 85
Tue Jun 30 11:12:05 2026,57,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 57, 0, 0, 0, 0, 0, 0, 0,80, 3, 76, 182, 0, 0, 0, 0, 0, 1, 0, 0, 1, 75, 1, 75, 0, 1, 6, 150
Tue Jun 30 11:12:07 2026,58,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0,80, 3, 76, 157, 0, 0, 0, 0, 0, 1, 0, 0, 1, 76, 1, 76, 0, 1, 6, 125
Tue Jun 30 11:12:09 2026,59,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 0,80, 3, 78, 207, 0, 0, 0, 0, 0, 1, 0, 0, 1, 77, 1, 77, 0, 1, 6, 144
Tue Jun 30 11:12:11 2026,60,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 0,80, 3, 78, 207, 0, 0, 0, 0, 0, 1, 0, 0, 1, 78, 1, 78, 0, 1, 6, 92
Tue Jun 30 11:12:13 2026,61,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 61, 0, 0, 0, 0, 0, 0, 0,80, 3, 78, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 79, 1, 79, 0, 1, 6, 73
Tue Jun 30 11:12:15 2026,62,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 62, 0, 0, 0, 0, 0, 0, 0,80, 3, 78, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 80, 1, 80, 0, 1, 6, 143
Tue Jun 30 11:12:17 2026,63,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 63, 0, 0, 0, 0, 0, 0, 0,80, 3, 78, 182, 0, 0, 0, 0, 0, 1, 0, 0, 1, 81, 1, 81, 0, 1, 6, 142
Tue Jun 30 11:12:19 2026,64,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 64, 0, 0, 0, 0, 0, 0, 0,80, 3, 78, 207, 0, 0, 0, 0, 0, 1, 0, 0, 1, 82, 1, 82, 0, 1, 6, 128
Tue Jun 30 11:12:21 2026,65,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 65, 0, 0, 0, 0, 0, 0, 0,80, 3, 78, 182, 0, 0, 0, 0, 0, 1, 0, 0, 1, 83, 1, 83, 0, 1, 6, 87
Tue Jun 30 11:12:23 2026,66,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 66, 0, 0, 0, 0, 0, 0, 0,80, 3, 78, 226, 0, 0, 0, 0, 0, 1, 0, 0, 1, 84, 1, 84, 0, 1, 6, 63
Tue Jun 30 11:12:25 2026,67,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 67, 0, 0, 0, 0, 0, 0, 0,80, 3, 78, 207, 0, 0, 0, 0, 0, 1, 0, 0, 1, 85, 1, 85, 0, 1, 6, 68
Tue Jun 30 11:12:27 2026,68,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 68, 0, 0, 0, 0, 0, 0, 0,80, 3, 78, 232, 0, 0, 0, 0, 0, 1, 0, 0, 1, 86, 1, 86, 0, 1, 6, 78
Tue Jun 30 11:12:29 2026,69,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 69, 0, 0, 0, 0, 0, 0, 0,80, 3, 78, 207, 0, 0, 0, 0, 0, 1, 0, 0, 1, 87, 1, 87, 0, 1, 6, 67
Tue Jun 30 11:12:31 2026,70,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 70, 0, 0, 0, 0, 0, 0, 0,80, 3, 78, 157, 0, 0, 0, 0, 0, 1, 0, 0, 1, 88, 1, 88, 0, 1, 6, 93
Tue Jun 30 11:12:33 2026,71,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 71, 0, 0, 0, 0, 0, 0, 0,80, 3, 78, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 89, 1, 89, 0, 1, 6, 130
Tue Jun 30 11:12:35 2026,72,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 72, 0, 0, 0, 0, 0, 0, 0,80, 3, 78, 182, 0, 0, 0, 0, 0, 1, 0, 0, 1, 90, 1, 90, 0, 1, 6, 123
Tue Jun 30 11:12:37 2026,73,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 73, 0, 0, 0, 0, 0, 0, 0,80, 3, 78, 207, 0, 0, 0, 0, 0, 1, 0, 0, 1, 91, 1, 91, 0, 1, 6, 71
Tue Jun 30 11:12:40 2026,74,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 74, 0, 0, 0, 0, 0, 0, 0,80, 3, 78, 182, 0, 0, 0, 0, 0, 1, 0, 0, 1, 92, 1, 92, 0, 1, 6, 80
Tue Jun 30 11:12:42 2026,75,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 75, 0, 0, 0, 0, 0, 0, 0,80, 3, 78, 207, 0, 0, 0, 0, 0, 1, 0, 0, 1, 93, 1, 93, 0, 1, 6, 80
Tue Jun 30 11:12:44 2026,76,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 76, 0, 0, 0, 0, 0, 0, 0,80, 3, 78, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 94, 1, 94, 0, 1, 6, 58
Tue Jun 30 11:12:46 2026,77,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 77, 0, 0, 0, 0, 0, 0, 0,82, 3, 78, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 95, 1, 95, 0, 1, 6, 82
Tue Jun 30 11:12:48 2026,78,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 78, 0, 0, 0, 0, 0, 0, 0,80, 3, 78, 207, 0, 0, 0, 0, 0, 1, 0, 0, 1, 96, 1, 96, 0, 1, 6, 130
Tue Jun 30 11:12:50 2026,79,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 79, 0, 0, 0, 0, 0, 0, 0,80, 3, 76, 182, 0, 0, 0, 0, 0, 1, 0, 0, 1, 97, 1, 97, 0, 1, 6, 110
Tue Jun 30 11:12:52 2026,80,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 80, 0, 0, 0, 0, 0, 0, 0,80, 3, 78, 207, 0, 0, 0, 0, 0, 1, 0, 0, 1, 98, 1, 98, 0, 1, 6, 122
Tue Jun 30 11:12:54 2026,81,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 81, 0, 0, 0, 0, 0, 0, 0,80, 3, 78, 207, 0, 0, 0, 0, 0, 1, 0, 0, 1, 99, 1, 99, 0, 1, 6, 142
Tue Jun 30 11:12:56 2026,82,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 82, 0, 0, 0, 0, 0, 0, 0,80, 3, 78, 232, 0, 0, 0, 0, 0, 1, 0, 0, 1, 100, 1, 100, 0, 1, 6, 115
Tue Jun 30 11:12:58 2026,83,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 83, 0, 0, 0, 0, 0, 0, 0,80, 3, 78, 182, 0, 0, 0, 0, 0, 1, 0, 0, 1, 101, 1, 101, 0, 1, 6, 127
Tue Jun 30 11:13:00 2026,84,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 84, 0, 0, 0, 0, 0, 0, 0,80, 3, 76, 132, 0, 0, 0, 0, 0, 1, 0, 0, 1, 102, 1, 102, 0, 1, 6, 107
Tue Jun 30 11:13:02 2026,85,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 85, 0, 0, 0, 0, 0, 0, 0,78, 3, 76, 132, 0, 0, 0, 0, 0, 1, 0, 0, 1, 103, 1, 103, 0, 1, 6, 142
Tue Jun 30 11:13:04 2026,86,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 86, 0, 0, 0, 0, 0, 0, 0,78, 3, 76, 182, 0, 0, 0, 0, 0, 1, 0, 0, 1, 104, 1, 104, 0, 1, 6, 128
Tue Jun 30 11:13:06 2026,87,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 87, 0, 0, 0, 0, 0, 0, 0,80, 3, 76, 207, 0, 0, 0, 0, 0, 1, 0, 0, 1, 105, 1, 105, 0, 1, 6, 144
Tue Jun 30 11:13:08 2026,88,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 88, 0, 0, 0, 0, 0, 0, 0,80, 3, 76, 207, 0, 0, 0, 0, 0, 1, 0, 0, 1, 106, 1, 106, 0, 1, 6, 144
Tue Jun 30 11:13:10 2026,89,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 89, 0, 0, 0, 0, 0, 0, 0,80, 3, 76, 157, 0, 0, 0, 0, 0, 1, 0, 0, 1, 107, 1, 107, 0, 1, 6, 87
Tue Jun 30 11:13:12 2026,90,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 90, 0, 0, 0, 0, 0, 0, 0,80, 3, 76, 182, 0, 0, 0, 0, 0, 1, 0, 0, 1, 108, 1, 108, 0, 1, 6, 67
Tue Jun 30 11:13:15 2026,91,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 91, 0, 0, 0, 0, 0, 0, 0,78, 3, 76, 207, 0, 0, 0, 0, 0, 1, 0, 0, 1, 109, 1, 109, 0, 1, 6, 112
Tue Jun 30 11:13:17 2026,92,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 92, 0, 0, 0, 0, 0, 0, 0,80, 3, 76, 182, 0, 0, 0, 0, 0, 1, 0, 0, 1, 110, 1, 110, 0, 1, 6, 144
Tue Jun 30 11:13:19 2026,93,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 93, 0, 0, 0, 0, 0, 0, 0,78, 3, 76, 182, 0, 0, 0, 0, 0, 1, 0, 0, 1, 111, 1, 111, 0, 1, 6, 139
Tue Jun 30 11:13:21 2026,94,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 94, 0, 0, 0, 0, 0, 0, 0,78, 3, 76, 207, 0, 0, 0, 0, 0, 1, 0, 0, 1, 112, 1, 112, 0, 1, 6, 141
Tue Jun 30 11:13:23 2026,95,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 95, 0, 0, 0, 0, 0, 0, 0,78, 3, 74, 157, 0, 0, 0, 0, 0, 1, 0, 0, 1, 113, 1, 113, 0, 1, 6, 100
Tue Jun 30 11:13:25 2026,96,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 96, 0, 0, 0, 0, 0, 0, 0,78, 3, 76, 207, 0, 0, 0, 0, 0, 1, 0, 0, 1, 114, 1, 114, 0, 1, 6, 83
Tue Jun 30 11:13:27 2026,97,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 97, 0, 0, 0, 0, 0, 0, 0,78, 3, 76, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 115, 1, 115, 0, 1, 6, 73
