Time stamp,Contador,DL_B0,DL_B1,DL_B2,DL_B3,DL_B4,DL_B5,DL_B6,DL_B7,DL_B8,DL_B9,DL_B10,DL_B11,DL_B12,DL_B13,DL_B14,DL_B15,DL_B16,DL_B17,DL_B18,DL_B19,UL_B0,UL_B1,UL_B2,UL_B3,UL_B4,UL_B5,UL_B6,UL_B7,UL_B8,UL_B9,UL_B10,UL_B11,UL_B12,UL_B13,UL_B14,UL_B15,UL_B16,UL_B17,UL_B18,UL_B19
Tue Jun 30 10:15:57 2026,11,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0,80, 3, 78, 182, 0, 0, 0, 0, 0, 1, 0, 0, 0, 188, 0, 188, 0, 1, 6, 102
Tue Jun 30 10:15:59 2026,12,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0,80, 3, 78, 157, 0, 0, 0, 0, 0, 1, 0, 0, 0, 189, 0, 189, 0, 1, 6, 163
Tue Jun 30 10:16:01 2026,13,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0,80, 3, 76, 207, 0, 0, 0, 0, 0, 1, 0, 0, 0, 190, 0, 190, 0, 1, 6, 172
Tue Jun 30 10:16:03 2026,14,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0,80, 3, 76, 157, 0, 0, 0, 0, 0, 1, 0, 0, 0, 191, 0, 191, 0, 1, 6, 123
Tue Jun 30 10:16:05 2026,15,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0,80, 3, 76, 157, 0, 0, 0, 0, 0, 1, 0, 0, 0, 192, 0, 192, 0, 1, 6, 80
Tue Jun 30 10:16:07 2026,16,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0,80, 3, 76, 207, 0, 0, 0, 0, 0, 1, 0, 0, 0, 193, 0, 193, 0, 1, 6, 123
Tue Jun 30 10:16:10 2026,17,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0,80, 3, 76, 157, 0, 0, 0, 0, 0, 1, 0, 0, 0, 194, 0, 194, 0, 1, 6, 45
Tue Jun 30 10:16:12 2026,18,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0,78, 3, 76, 182, 0, 0, 0, 0, 0, 1, 0, 0, 0, 195, 0, 195, 0, 1, 6, 80
Tue Jun 30 10:16:14 2026,19,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0,80, 3, 76, 182, 0, 0, 0, 0, 0, 1, 0, 0, 0, 196, 0, 196, 0, 1, 6, 90
Tue Jun 30 10:16:16 2026,20,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0,80, 3, 78, 207, 0, 0, 0, 0, 0, 1, 0, 0, 0, 197, 0, 197, 0, 1, 6, 89
Tue Jun 30 10:16:18 2026,21,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0,80, 3, 76, 182, 0, 0, 0, 0, 0, 1, 0, 0, 0, 198, 0, 198, 0, 1, 6, 93
Tue Jun 30 10:16:20 2026,22,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0,78, 3, 76, 132, 0, 0, 0, 0, 0, 1, 0, 0, 0, 199, 0, 199, 0, 1, 6, 70
Tue Jun 30 10:16:22 2026,23,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0,78, 3, 76, 182, 0, 0, 0, 0, 0, 1, 0, 0, 0, 200, 0, 200, 0, 1, 6, 43
Tue Jun 30 10:16:24 2026,24,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0,78, 3, 76, 157, 0, 0, 0, 0, 0, 1, 0, 0, 0, 201, 0, 201, 0, 1, 6, 139
Tue Jun 30 10:16:26 2026,25,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0,80, 3, 76, 207, 0, 0, 0, 0, 0, 1, 0, 0, 0, 202, 0, 202, 0, 1, 6, 146
Tue Jun 30 10:16:28 2026,26,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0,78, 3, 76, 182, 0, 0, 0, 0, 0, 1, 0, 0, 0, 203, 0, 203, 0, 1, 6, 76
Tue Jun 30 10:16:31 2026,27,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0,78, 3, 76, 182, 0, 0, 0, 0, 0, 1, 0, 0, 0, 204, 0, 204, 0, 1, 6, 81
Tue Jun 30 10:16:33 2026,28,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0,78, 3, 76, 157, 0, 0, 0, 0, 0, 1, 0, 0, 0, 205, 0, 205, 0, 1, 6, 121
Tue Jun 30 10:16:35 2026,29,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0,78, 3, 76, 207, 0, 0, 0, 0, 0, 1, 0, 0, 0, 206, 0, 206, 0, 1, 6, 77
Tue Jun 30 10:16:37 2026,30,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 0,78, 3, 76, 157, 0, 0, 0, 0, 0, 1, 0, 0, 0, 207, 0, 207, 0, 1, 6, 85
Tue Jun 30 10:16:39 2026,31,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 0,78, 3, 76, 132, 0, 0, 0, 0, 0, 1, 0, 0, 0, 208, 0, 208, 0, 1, 6, 112
Tue Jun 30 10:16:41 2026,32,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 0,78, 3, 76, 207, 0, 0, 0, 0, 0, 1, 0, 0, 0, 209, 0, 209, 0, 1, 6, 34
Tue Jun 30 10:16:43 2026,33,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0,78, 3, 76, 157, 0, 0, 0, 0, 0, 1, 0, 0, 0, 210, 0, 210, 0, 1, 6, 31
Tue Jun 30 10:16:45 2026,34,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 0,78, 3, 76, 182, 0, 0, 0, 0, 0, 1, 0, 0, 0, 211, 0, 211, 0, 1, 6, 50
Tue Jun 30 10:16:47 2026,35,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 0,78, 3, 76, 207, 0, 0, 0, 0, 0, 1, 0, 0, 0, 212, 0, 212, 0, 1, 6, 95
Tue Jun 30 10:16:49 2026,36,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0,80, 3, 76, 51, 0, 0, 0, 0, 0, 1, 0, 0, 0, 213, 0, 213, 0, 1, 6, 29
Tue Jun 30 10:16:51 2026,37,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 0,80, 3, 78, 157, 0, 0, 0, 0, 0, 1, 0, 0, 0, 214, 0, 214, 0, 1, 6, 80
Tue Jun 30 10:16:54 2026,38,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 0,80, 3, 76, 207, 0, 0, 0, 0, 0, 1, 0, 0, 0, 215, 0, 215, 0, 1, 6, 65
Tue Jun 30 10:16:56 2026,39,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 39, 0, 0, 0, 0, 0, 0, 0,80, 3, 78, 157, 0, 0, 0, 0, 0, 1, 0, 0, 0, 216, 0, 216, 0, 1, 6, 75
Tue Jun 30 10:16:58 2026,40,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0,80, 3, 76, 157, 0, 0, 0, 0, 0, 1, 0, 0, 0, 217, 0, 217, 0, 1, 6, 17
Tue Jun 30 10:17:00 2026,41,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 41, 0, 0, 0, 0, 0, 0, 0,80, 3, 76, 182, 0, 0, 0, 0, 0, 1, 0, 0, 0, 218, 0, 218, 0, 1, 6, 49
Tue Jun 30 10:17:02 2026,42,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 42, 0, 0, 0, 0, 0, 0, 0,80, 3, 76, 157, 0, 0, 0, 0, 0, 1, 0, 0, 0, 219, 0, 219, 0, 1, 6, 23
Tue Jun 30 10:17:04 2026,43,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 0,80, 3, 76, 182, 0, 0, 0, 0, 0, 1, 0, 0, 0, 220, 0, 220, 0, 1, 6, 28
Tue Jun 30 10:17:06 2026,44,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 44, 0, 0, 0, 0, 0, 0, 0,80, 3, 76, 182, 0, 0, 0, 0, 0, 1, 0, 0, 0, 221, 0, 221, 0, 1, 6, 23
Tue Jun 30 10:17:08 2026,45,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 45, 0, 0, 0, 0, 0, 0, 0,80, 3, 78, 232, 0, 0, 0, 0, 0, 1, 0, 0, 0, 222, 0, 222, 0, 1, 6, 49
Tue Jun 30 10:17:10 2026,46,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 46, 0, 0, 0, 0, 0, 0, 0,80, 3, 76, 182, 0, 0, 0, 0, 0, 1, 0, 0, 0, 223, 0, 223, 0, 1, 6, 64
Tue Jun 30 10:17:12 2026,47,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 47, 0, 0, 0, 0, 0, 0, 0,80, 3, 78, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 224, 0, 224, 0, 1, 6, 95
Tue Jun 30 10:17:14 2026,48,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 48, 0, 0, 0, 0, 0, 0, 0,80, 3, 78, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 225, 0, 225, 0, 1, 6, 84
Tue Jun 30 10:17:17 2026,49,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 49, 0, 0, 0, 0, 0, 0, 0,82, 3, 78, 207, 0, 0, 0, 0, 0, 1, 0, 0, 0, 226, 0, 226, 0, 1, 6, 61
Tue Jun 30 10:17:19 2026,50,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0,80, 3, 78, 182, 0, 0, 0, 0, 0, 1, 0, 0, 0, 227, 0, 227, 0, 1, 6, 118
Tue Jun 30 10:17:21 2026,51,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 51, 0, 0, 0, 0, 0, 0, 0,80, 3, 78, 207, 0, 0, 0, 0, 0, 1, 0, 0, 0, 228, 0, 228, 0, 1, 6, 95
