Time stamp,Contador,DL_B0,DL_B1,DL_B2,DL_B3,DL_B4,DL_B5,DL_B6,DL_B7,DL_B8,DL_B9,DL_B10,DL_B11,DL_B12,DL_B13,DL_B14,DL_B15,DL_B16,DL_B17,DL_B18,DL_B19,UL_B0,UL_B1,UL_B2,UL_B3,UL_B4,UL_B5,UL_B6,UL_B7,UL_B8,UL_B9,UL_B10,UL_B11,UL_B12,UL_B13,UL_B14,UL_B15,UL_B16,UL_B17,UL_B18,UL_B19
Tue Jun 30 10:09:42 2026,23,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0,80, 3, 78, 207, 0, 0, 0, 0, 0, 1, 0, 0, 0, 53, 0, 53, 0, 1, 7, 64
Tue Jun 30 10:09:44 2026,24,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0,82, 3, 76, 182, 0, 0, 0, 0, 0, 1, 0, 0, 0, 54, 0, 54, 0, 1, 7, 16
Tue Jun 30 10:09:46 2026,25,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0,80, 3, 78, 232, 0, 0, 0, 0, 0, 1, 0, 0, 0, 55, 0, 55, 0, 1, 7, 70
Tue Jun 30 10:09:48 2026,26,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0,82, 3, 78, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 56, 0, 56, 0, 1, 7, 63
Tue Jun 30 10:09:50 2026,27,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0,80, 3, 76, 182, 0, 0, 0, 0, 0, 1, 0, 0, 0, 57, 0, 57, 0, 1, 7, 16
Tue Jun 30 10:09:52 2026,28,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0,80, 3, 78, 76, 0, 0, 0, 0, 0, 1, 0, 0, 0, 58, 0, 58, 0, 1, 7, 59
Tue Jun 30 10:09:54 2026,29,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0,80, 3, 78, 207, 0, 0, 0, 0, 0, 1, 0, 0, 0, 59, 0, 59, 0, 1, 7, 85
Tue Jun 30 10:09:57 2026,30,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 0,80, 3, 78, 182, 0, 0, 0, 0, 0, 1, 0, 0, 0, 60, 0, 60, 0, 1, 7, 25
Tue Jun 30 10:09:59 2026,31,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 0,80, 3, 78, 182, 0, 0, 0, 0, 0, 1, 0, 0, 0, 61, 0, 61, 0, 1, 7, 93
Tue Jun 30 10:10:01 2026,32,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 0,82, 3, 76, 157, 0, 0, 0, 0, 0, 1, 0, 0, 0, 62, 0, 62, 0, 1, 7, 48
Tue Jun 30 10:10:03 2026,33,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0,82, 3, 76, 157, 0, 0, 0, 0, 0, 1, 0, 0, 0, 63, 0, 63, 0, 1, 7, 87
Tue Jun 30 10:10:05 2026,34,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 0,80, 3, 78, 207, 0, 0, 0, 0, 0, 1, 0, 0, 0, 64, 0, 64, 0, 1, 7, 94
Tue Jun 30 10:10:07 2026,35,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 0,80, 3, 78, 207, 0, 0, 0, 0, 0, 1, 0, 0, 0, 65, 0, 65, 0, 1, 7, 38
Tue Jun 30 10:10:09 2026,36,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0,80, 3, 78, 157, 0, 0, 0, 0, 0, 1, 0, 0, 0, 66, 0, 66, 0, 1, 7, 44
Tue Jun 30 10:10:11 2026,37,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 0,80, 3, 78, 232, 0, 0, 0, 0, 0, 1, 0, 0, 0, 67, 0, 67, 0, 1, 7, 82
Tue Jun 30 10:10:14 2026,38,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 0,80, 3, 78, 182, 0, 0, 0, 0, 0, 1, 0, 0, 0, 68, 0, 68, 0, 1, 7, 65
Tue Jun 30 10:10:16 2026,39,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 39, 0, 0, 0, 0, 0, 0, 0,80, 3, 78, 232, 0, 0, 0, 0, 0, 1, 0, 0, 0, 69, 0, 69, 0, 1, 7, 78
Tue Jun 30 10:10:18 2026,40,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0,80, 3, 78, 182, 0, 0, 0, 0, 0, 1, 0, 0, 0, 70, 0, 70, 0, 1, 7, 80
Tue Jun 30 10:10:20 2026,41,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 41, 0, 0, 0, 0, 0, 0, 0,80, 3, 78, 207, 0, 0, 0, 0, 0, 1, 0, 0, 0, 71, 0, 71, 0, 1, 7, 64
Tue Jun 30 10:10:22 2026,42,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 42, 0, 0, 0, 0, 0, 0, 0,80, 3, 76, 182, 0, 0, 0, 0, 0, 1, 0, 0, 0, 72, 0, 72, 0, 1, 7, 80
Tue Jun 30 10:10:24 2026,43,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 0,80, 3, 76, 207, 0, 0, 0, 0, 0, 1, 0, 0, 0, 73, 0, 73, 0, 1, 7, 110
Tue Jun 30 10:10:26 2026,44,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 44, 0, 0, 0, 0, 0, 0, 0,80, 3, 76, 207, 0, 0, 0, 0, 0, 1, 0, 0, 0, 74, 0, 74, 0, 1, 7, 93
Tue Jun 30 10:10:28 2026,45,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 45, 0, 0, 0, 0, 0, 0, 0,80, 3, 78, 232, 0, 0, 0, 0, 0, 1, 0, 0, 0, 75, 0, 75, 0, 1, 7, 79
Tue Jun 30 10:10:30 2026,46,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 46, 0, 0, 0, 0, 0, 0, 0,80, 3, 78, 207, 0, 0, 0, 0, 0, 1, 0, 0, 0, 76, 0, 76, 0, 1, 7, 130
Tue Jun 30 10:10:32 2026,47,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 47, 0, 0, 0, 0, 0, 0, 0,80, 3, 78, 207, 0, 0, 0, 0, 0, 1, 0, 0, 0, 77, 0, 77, 0, 1, 7, 133
Tue Jun 30 10:10:35 2026,48,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 48, 0, 0, 0, 0, 0, 0, 0,80, 3, 76, 182, 0, 0, 0, 0, 0, 1, 0, 0, 0, 78, 0, 78, 0, 1, 7, 112
Tue Jun 30 10:10:37 2026,49,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 49, 0, 0, 0, 0, 0, 0, 0,80, 3, 76, 207, 0, 0, 0, 0, 0, 1, 0, 0, 0, 79, 0, 79, 0, 1, 7, 134
Tue Jun 30 10:10:39 2026,50,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0,80, 3, 78, 207, 0, 0, 0, 0, 0, 1, 0, 0, 0, 80, 0, 80, 0, 1, 7, 133
Tue Jun 30 10:10:41 2026,51,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 51, 0, 0, 0, 0, 0, 0, 0,80, 3, 78, 157, 0, 0, 0, 0, 0, 1, 0, 0, 0, 81, 0, 81, 0, 1, 7, 80
Tue Jun 30 10:10:43 2026,52,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 52, 0, 0, 0, 0, 0, 0, 0,80, 3, 76, 182, 0, 0, 0, 0, 0, 1, 0, 0, 0, 82, 0, 82, 0, 1, 7, 107
Tue Jun 30 10:10:45 2026,53,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 53, 0, 0, 0, 0, 0, 0, 0,80, 3, 78, 207, 0, 0, 0, 0, 0, 1, 0, 0, 0, 83, 0, 83, 0, 1, 7, 115
Tue Jun 30 10:10:47 2026,54,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0,80, 3, 78, 182, 0, 0, 0, 0, 0, 1, 0, 0, 0, 84, 0, 84, 0, 1, 7, 78
Tue Jun 30 10:10:49 2026,55,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 55, 0, 0, 0, 0, 0, 0, 0,82, 3, 78, 232, 0, 0, 0, 0, 0, 1, 0, 0, 0, 85, 0, 85, 0, 1, 7, 75
Tue Jun 30 10:10:52 2026,56,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 56, 0, 0, 0, 0, 0, 0, 0,80, 3, 76, 182, 0, 0, 0, 0, 0, 1, 0, 0, 0, 86, 0, 86, 0, 1, 7, 97
Tue Jun 30 10:10:54 2026,57,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 57, 0, 0, 0, 0, 0, 0, 0,80, 3, 78, 232, 0, 0, 0, 0, 0, 1, 0, 0, 0, 87, 0, 87, 0, 1, 7, 111
Tue Jun 30 10:10:56 2026,58,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0,82, 3, 76, 182, 0, 0, 0, 0, 0, 1, 0, 0, 0, 88, 0, 88, 0, 1, 7, 103
Tue Jun 30 10:10:58 2026,59,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 0,80, 3, 76, 232, 0, 0, 0, 0, 0, 1, 0, 0, 0, 89, 0, 89, 0, 1, 7, 87
Tue Jun 30 10:11:00 2026,60,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 0,80, 3, 78, 207, 0, 0, 0, 0, 0, 1, 0, 0, 0, 90, 0, 90, 0, 1, 7, 102
Tue Jun 30 10:11:02 2026,61,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 61, 0, 0, 0, 0, 0, 0, 0,80, 3, 78, 7, 0, 0, 0, 0, 0, 1, 0, 0, 0, 91, 0, 91, 0, 1, 7, 131
Tue Jun 30 10:11:04 2026,62,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 62, 0, 0, 0, 0, 0, 0, 0,80, 3, 78, 182, 0, 0, 0, 0, 0, 1, 0, 0, 0, 92, 0, 92, 0, 1, 7, 126
Tue Jun 30 10:11:06 2026,63,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 63, 0, 0, 0, 0, 0, 0, 0,80, 3, 78, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 93, 0, 93, 0, 1, 7, 130
Tue Jun 30 10:11:08 2026,64,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 64, 0, 0, 0, 0, 0, 0, 0,80, 3, 76, 157, 0, 0, 0, 0, 0, 1, 0, 0, 0, 94, 0, 94, 0, 1, 7, 97
Tue Jun 30 10:11:10 2026,65,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 65, 0, 0, 0, 0, 0, 0, 0,80, 3, 78, 132, 0, 0, 0, 0, 0, 1, 0, 0, 0, 95, 0, 95, 0, 1, 7, 103
Tue Jun 30 10:11:13 2026,66,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 66, 0, 0, 0, 0, 0, 0, 0,80, 3, 76, 207, 0, 0, 0, 0, 0, 1, 0, 0, 0, 96, 0, 96, 0, 1, 7, 142
Tue Jun 30 10:11:15 2026,67,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 67, 0, 0, 0, 0, 0, 0, 0,80, 3, 76, 207, 0, 0, 0, 0, 0, 1, 0, 0, 0, 97, 0, 97, 0, 1, 7, 148
Tue Jun 30 10:11:17 2026,68,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 68, 0, 0, 0, 0, 0, 0, 0,78, 3, 76, 207, 0, 0, 0, 0, 0, 1, 0, 0, 0, 98, 0, 98, 0, 1, 7, 144
Tue Jun 30 10:11:19 2026,69,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 69, 0, 0, 0, 0, 0, 0, 0,78, 3, 76, 232, 0, 0, 0, 0, 0, 1, 0, 0, 0, 99, 0, 99, 0, 1, 7, 113
Tue Jun 30 10:11:21 2026,70,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 70, 0, 0, 0, 0, 0, 0, 0,80, 3, 76, 207, 0, 0, 0, 0, 0, 1, 0, 0, 0, 100, 0, 100, 0, 1, 7, 70
Tue Jun 30 10:11:23 2026,71,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 71, 0, 0, 0, 0, 0, 0, 0,80, 3, 76, 207, 0, 0, 0, 0, 0, 1, 0, 0, 0, 101, 0, 101, 0, 1, 6, 249
Tue Jun 30 10:11:25 2026,72,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 72, 0, 0, 0, 0, 0, 0, 0,78, 3, 76, 182, 0, 0, 0, 0, 0, 1, 0, 0, 0, 102, 0, 102, 0, 1, 6, 240
Tue Jun 30 10:11:27 2026,73,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 73, 0, 0, 0, 0, 0, 0, 0,78, 3, 74, 182, 0, 0, 0, 0, 0, 1, 0, 0, 0, 103, 0, 103, 0, 1, 7, 28
Tue Jun 30 10:11:29 2026,74,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 74, 0, 0, 0, 0, 0, 0, 0,80, 3, 76, 157, 0, 0, 0, 0, 0, 1, 0, 0, 0, 104, 0, 104, 0, 1, 7, 6
Tue Jun 30 10:11:31 2026,75,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 75, 0, 0, 0, 0, 0, 0, 0,80, 3, 76, 207, 0, 0, 0, 0, 0, 1, 0, 0, 0, 105, 0, 105, 0, 1, 7, 77
Tue Jun 30 10:11:34 2026,76,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 76, 0, 0, 0, 0, 0, 0, 0,80, 3, 78, 207, 0, 0, 0, 0, 0, 1, 0, 0, 0, 106, 0, 106, 0, 1, 7, 62
Tue Jun 30 10:11:36 2026,77,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 77, 0, 0, 0, 0, 0, 0, 0,80, 3, 76, 207, 0, 0, 0, 0, 0, 1, 0, 0, 0, 107, 0, 107, 0, 1, 7, 138
Tue Jun 30 10:11:38 2026,78,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 78, 0, 0, 0, 0, 0, 0, 0,80, 3, 78, 157, 0, 0, 0, 0, 0, 1, 0, 0, 0, 108, 0, 108, 0, 1, 7, 161
Tue Jun 30 10:11:40 2026,79,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 79, 0, 0, 0, 0, 0, 0, 0,80, 3, 76, 182, 0, 0, 0, 0, 0, 1, 0, 0, 0, 109, 0, 109, 0, 1, 7, 112
Tue Jun 30 10:11:42 2026,80,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 80, 0, 0, 0, 0, 0, 0, 0,80, 3, 78, 182, 0, 0, 0, 0, 0, 1, 0, 0, 0, 110, 0, 110, 0, 1, 7, 156
Tue Jun 30 10:11:44 2026,81,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 81, 0, 0, 0, 0, 0, 0, 0,80, 3, 76, 182, 0, 0, 0, 0, 0, 1, 0, 0, 0, 111, 0, 111, 0, 1, 7, 80
Tue Jun 30 10:11:46 2026,82,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 82, 0, 0, 0, 0, 0, 0, 0,80, 3, 76, 207, 0, 0, 0, 0, 0, 1, 0, 0, 0, 112, 0, 112, 0, 1, 7, 94
Tue Jun 30 10:11:48 2026,83,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 83, 0, 0, 0, 0, 0, 0, 0,80, 3, 78, 207, 0, 0, 0, 0, 0, 1, 0, 0, 0, 113, 0, 113, 0, 1, 7, 34
Tue Jun 30 10:11:50 2026,84,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 84, 0, 0, 0, 0, 0, 0, 0,80, 4, 76, 157, 0, 0, 0, 0, 0, 1, 0, 0, 0, 114, 0, 114, 0, 1, 7, 26
Tue Jun 30 10:11:53 2026,85,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 85, 0, 0, 0, 0, 0, 0, 0,80, 3, 78, 182, 0, 0, 0, 0, 0, 1, 0, 0, 0, 115, 0, 115, 0, 1, 7, 35
Tue Jun 30 10:11:55 2026,86,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 86, 0, 0, 0, 0, 0, 0, 0,80, 3, 76, 157, 0, 0, 0, 0, 0, 1, 0, 0, 0, 116, 0, 116, 0, 1, 6, 250
Tue Jun 30 10:11:57 2026,87,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 87, 0, 0, 0, 0, 0, 0, 0,80, 3, 78, 182, 0, 0, 0, 0, 0, 1, 0, 0, 0, 117, 0, 117, 0, 1, 6, 224
Tue Jun 30 10:11:59 2026,88,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 88, 0, 0, 0, 0, 0, 0, 0,80, 3, 78, 207, 0, 0, 0, 0, 0, 1, 0, 0, 0, 118, 0, 118, 0, 1, 6, 230
Tue Jun 30 10:12:01 2026,89,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 89, 0, 0, 0, 0, 0, 0, 0,80, 3, 76, 157, 0, 0, 0, 0, 0, 1, 0, 0, 0, 119, 0, 119, 0, 1, 6, 189
Tue Jun 30 10:12:03 2026,90,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 90, 0, 0, 0, 0, 0, 0, 0,80, 3, 78, 207, 0, 0, 0, 0, 0, 1, 0, 0, 0, 120, 0, 120, 0, 1, 6, 235
Tue Jun 30 10:12:05 2026,91,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 91, 0, 0, 0, 0, 0, 0, 0,80, 3, 78, 182, 0, 0, 0, 0, 0, 1, 0, 0, 0, 121, 0, 121, 0, 1, 6, 178
Tue Jun 30 10:12:07 2026,92,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 92, 0, 0, 0, 0, 0, 0, 0,80, 3, 76, 207, 0, 0, 0, 0, 0, 1, 0, 0, 0, 122, 0, 122, 0, 1, 6, 203
Tue Jun 30 10:12:09 2026,93,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 93, 0, 0, 0, 0, 0, 0, 0,80, 3, 76, 182, 0, 0, 0, 0, 0, 1, 0, 0, 0, 123, 0, 123, 0, 1, 7, 34
Tue Jun 30 10:12:11 2026,94,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 94, 0, 0, 0, 0, 0, 0, 0,80, 3, 76, 182, 0, 0, 0, 0, 0, 1, 0, 0, 0, 124, 0, 124, 0, 1, 6, 243
Tue Jun 30 10:12:13 2026,95,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 95, 0, 0, 0, 0, 0, 0, 0,78, 3, 76, 157, 0, 0, 0, 0, 0, 1, 0, 0, 0, 125, 0, 125, 0, 1, 6, 254
Tue Jun 30 10:12:16 2026,96,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 96, 0, 0, 0, 0, 0, 0, 0,78, 3, 76, 157, 0, 0, 0, 0, 0, 1, 0, 0, 0, 126, 0, 126, 0, 1, 7, 33
Tue Jun 30 10:12:18 2026,97,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 97, 0, 0, 0, 0, 0, 0, 0,78, 4, 74, 182, 0, 0, 0, 0, 0, 1, 0, 0, 0, 127, 0, 127, 0, 1, 7, 37
